Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,874000000.0,4540000.0,0.0,30000.0,0.0,852000.0,0.0,7060.0,6.98
BUENOS AIRES,25 de Mayo,Del Valle,6854020,181000000.0,0.0,0.0,0.0,10000.0,1000.0,0.0,0.0,192.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,181.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,0.0,78200000.0,0.0,60000.0,167000.0,0.0,0.0,3270.0,1.28
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,6.0
BUENOS AIRES,25 de Mayo,Ernestina,6854030,66000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
BUENOS AIRES,25 de Mayo,Pedernales,6854070,568000000.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,575.0
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,19.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100,43100000.0,3350000.0,820000.0,623000.0,83000.0,1000.0,0.0,8310.0,14.89
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,450000000.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,510.0
BUENOS AIRES,9 de Julio,Dudignac,6588040,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,4630.0,464.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,199000000.0,0.0,0.0,20000.0,2000.0,0.0,0.0,0.0,203.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,0.0,0.0,0.0,1180000.0,0.0,0.0,0.0,420.0,160.0
BUENOS AIRES,9 de Julio,Patricios,6588110,81000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,780000000.0,0.0,10000.0,142000.0,1000.0,0.0,0.0,2830.0,2.48
BUENOS AIRES,Adolfo Alsina,Maza,6007070,0.0,0.0,0.0,3900000.0,0.0,2000.0,0.0,140.0,406.0
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,1.2
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0.0,0.0,0.0,2080000.0,0.0,0.0,0.0,0.0,208.0
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,60.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,549000000.0,0.0,20000.0,9430000.0,0.0,0.0,0.0,3130.0,1.81
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0.0,0.0,0.0,6540000.0,6000.0,0.0,0.0,570.0,717.0
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,46.0
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,14.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,457000000.0,0.0,60000.0,10000.0,0.0,0.0,0.0,80.0,472.0
BUENOS AIRES,Alberti,Mechita,6021030,285000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010,214000000.0,930000.0,590000.0,1144000.0,2000.0,1000.0,0.0,260.0,21.04
BUENOS AIRES,Almirante Brown,Burzaco,6028010,142000000.0,16630000.0,350000.0,1133000.0,40000.0,2000.0,0.0,3100.0,28.49
BUENOS AIRES,Almirante Brown,Claypole,6028010,5000000.0,7650000.0,30000.0,414000.0,13000.0,0.0,0.0,20.0,11.81
BUENOS AIRES,Almirante Brown,Don Orione,6028010,0.0,5410000.0,0.0,0.0,0.0,0.0,0.0,10.0,5.41
BUENOS AIRES,Almirante Brown,Glew,6028010,55000000.0,8230000.0,100000.0,1165000.0,12000.0,0.0,0.0,540.0,20.01
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,0.0,7430000.0,10000.0,141000.0,2000.0,0.0,0.0,10.0,8.85
BUENOS AIRES,Almirante Brown,Longchamps,6028010,30000000.0,9660000.0,200000.0,1474000.0,24000.0,0.0,0.0,10.0,24.47
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,2000000.0,5420000.0,30000.0,440000.0,2000.0,0.0,0.0,10.0,5.47
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,3000000.0,3470000.0,40000.0,407000.0,4000.0,0.0,0.0,10.0,7.55
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,37000000.0,10550000.0,150000.0,993000.0,193000.0,0.0,0.0,3400.0,21.06
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,26000000.0,430000.0,40000.0,325000.0,131000.0,0.0,0.0,20.0,7.71
BUENOS AIRES,Almirante Brown,San Jose,6028010,3000000.0,9380000.0,20000.0,1670000.0,0.0,3000.0,0.0,10.0,9.55
BUENOS AIRES,Arrecifes,Arrecifes,6077010,906000000.0,1150000.0,120000.0,439000.0,60000.0,1000.0,0.0,188.0,8.4
BUENOS AIRES,Arrecifes,Todd,6077020,0.0,0.0,0.0,3040000.0,0.0,0.0,0.0,0.0,304.0
BUENOS AIRES,Arrecifes,Viña,6077030,50000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
BUENOS AIRES,Avellaneda,Avellaneda,6035010,14900000.0,8660000.0,480000.0,59000.0,68000.0,5000.0,0.0,800.0,16.25
BUENOS AIRES,Avellaneda,Crucesita,6035010,1000000.0,4890000.0,0.0,283000.0,2000.0,0.0,0.0,0.0,7.71
BUENOS AIRES,Avellaneda,Dock Sud,6035010,11000000.0,67500000.0,0.0,242000.0,12000.0,0.0,0.0,260.0,3.14
BUENOS AIRES,Avellaneda,Gerli,6035010,3000000.0,5970000.0,0.0,453000.0,0.0,0.0,0.0,0.0,10.51
BUENOS AIRES,Avellaneda,Pineyro,6035010,9000000.0,5950000.0,10000.0,24000.0,0.0,0.0,0.0,0.0,8.36
BUENOS AIRES,Avellaneda,Sarandí,6035010,19400000.0,9970000.0,670000.0,119000.0,4000.0,3000.0,0.0,10.0,23.88
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,16000000.0,8810000.0,20000.0,711000.0,11000.0,0.0,0.0,6260.0,16.58
BUENOS AIRES,Avellaneda,Wilde,6035010,20500000.0,12460000.0,660000.0,1334000.0,8000.0,0.0,0.0,870.0,28.01
BUENOS AIRES,Ayacucho,Ayacucho,6042010,20500000.0,0.0,20000.0,0.0,0.0,0.0,0.0,1390.0,2.19
BUENOS AIRES,Ayacucho,La Constancia,6042020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0
BUENOS AIRES,Ayacucho,Solanet,6042030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,27.0
BUENOS AIRES,Ayacucho,Udaquiola,6042040,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,460.0,47.0
BUENOS AIRES,Azul,Azul,6049020,24200000.0,13920000.0,510000.0,560000.0,65000.0,2000.0,0.0,115.0,17.66
BUENOS AIRES,Azul,Cacharí,6049030,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,5210.0,523.0
BUENOS AIRES,Azul,Chillar,6049040,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,5650.0,566.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,46900000.0,103210000.0,4020000.0,997000.0,493000.0,14000.0,0.0,276.0,121.54
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,0.0,19300000.0,40000.0,60000.0,5000.0,0.0,0.0,1530.0,361.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),6056030,373000000.0,1490000.0,10000.0,0.0,0.0,0.0,0.0,150.0,1.88
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,0.0,0.0,0.0,10000.0,0.0,8000.0,0.0,0.0,9.0
BUENOS AIRES,Balcarce,Balcarce,6063010,1500000.0,11090000.0,380000.0,370000.0,47000.0,0.0,0.0,8830.0,13.6
BUENOS AIRES,Balcarce,Los Pinos,6063020,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,300.0,39.0
BUENOS AIRES,Balcarce,Napaleofú,6063030,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,500.0,65.0
BUENOS AIRES,Balcarce,Ramos Otero,6063040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,8.0
BUENOS AIRES,Balcarce,San Agustín,6063050,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,720.0,75.0
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,42.0
BUENOS AIRES,Baradero,Baradero,6070010,17300000.0,690000.0,0.0,30000.0,0.0,1000.0,0.0,8090.0,9.44
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,270.0
BUENOS AIRES,Baradero,Irineo Portela,6070020,0.0,0.0,0.0,10000.0,0.0,1000.0,0.0,760.0,78.0
BUENOS AIRES,Baradero,Santa Coloma,6070030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,53.0
BUENOS AIRES,Benito Juárez,Barker,6084010,0.0,0.0,10000.0,100000.0,0.0,3000.0,0.0,700.0,84.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,782000000.0,0.0,200000.0,5630000.0,4000.0,1000.0,0.0,1470.0,1.52
BUENOS AIRES,Benito Juárez,López,6084030,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,120.0,16.0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,0.0,0.0,0.0,200000.0,0.0,1000.0,0.0,1000.0,121.0
BUENOS AIRES,Berazategui,Berazategui,6091010,16200000.0,17630000.0,420000.0,242000.0,57000.0,6000.0,0.0,490.0,43.6
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,16000000.0,7400000.0,0.0,1524000.0,0.0,0.0,0.0,0.0,15.34
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,17000000.0,1470000.0,0.0,162000.0,0.0,0.0,0.0,0.0,3.11
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,20200000.0,1460000.0,0.0,0.0,0.0,0.0,0.0,160.0,3.5
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,130000000.0,6480000.0,20000.0,90000.0,3000.0,0.0,0.0,0.0,15.61
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,501000000.0,2230000.0,40000.0,306000.0,0.0,0.0,0.0,900.0,5.88
BUENOS AIRES,Berazategui,Pereyra,6091010,9000000.0,24200000.0,10000.0,3100000.0,0.0,0.0,0.0,0.0,562.0
BUENOS AIRES,Berazategui,Plátanos,6091010,0.0,1940000.0,0.0,22000.0,1000.0,0.0,0.0,0.0,4.14
BUENOS AIRES,Berazategui,Ranelagh,6091010,39000000.0,2950000.0,130000.0,737000.0,0.0,1000.0,0.0,0.0,10.37
BUENOS AIRES,Berazategui,Villa España,6091010,2000000.0,1220000.0,0.0,212000.0,0.0,0.0,0.0,0.0,3.34
BUENOS AIRES,Berisso,Berisso,6098010,4200000.0,12540000.0,230000.0,719000.0,29000.0,0.0,0.0,3680.0,24.35
BUENOS AIRES,Berisso,Villa Nueva,6098010,0.0,0.0,0.0,1320000.0,0.0,0.0,0.0,2500.0,382.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,0.0,0.0,0.0,1320000.0,0.0,0.0,0.0,2500.0,382.0
BUENOS AIRES,Berisso,Villa Arguello,6098010,0.0,0.0,0.0,1320000.0,0.0,0.0,0.0,2500.0,382.0
BUENOS AIRES,Berisso,Villa Progreso,6098010,0.0,0.0,0.0,1320000.0,0.0,0.0,0.0,2500.0,382.0
BUENOS AIRES,Bolívar,OTROS,Sin Datos,0.0,100000.0,0.0,10000.0,0.0,0.0,0.0,0.0,2.0
BUENOS AIRES,Bolívar,Pirovano,6105050,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,450.0,95.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,963000000.0,5140000.0,20000.0,0.0,0.0,1000.0,0.0,2550.0,6.36
BUENOS AIRES,Bolívar,Urdampilleta,6105070,0.0,0.0,60000.0,20000.0,6000.0,0.0,0.0,710.0,85.0
BUENOS AIRES,Bolívar,Hale,6105010,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
BUENOS AIRES,Bragado,Bragado,6112010,674000000.0,4140000.0,100000.0,1270000.0,0.0,0.0,0.0,2120.0,5.16
BUENOS AIRES,Bragado,General O'Brien,6112030,321000000.0,0.0,0.0,830000.0,0.0,0.0,0.0,360.0,440.0
BUENOS AIRES,Bragado,Irala,6112040,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,220.0,24.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,10000000.0,800000.0,0.0,0.0,0.0,0.0,0.0,80.0,26.0
BUENOS AIRES,Bragado,Warnes,6112090,135000000.0,0.0,0.0,0.0,9000.0,0.0,0.0,70.0,151.0
BUENOS AIRES,Bragado,Comodoro Py,6112020,0.0,0.0,0.0,2200000.0,0.0,0.0,0.0,20.0,222.0
BUENOS AIRES,Bragado,Olascoaga,6112080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,40.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,1800000.0,500000.0,0.0,153000.0,2000.0,0.0,0.0,114.0,4.48
BUENOS AIRES,Brandsen,Jeppener,6119070,676000000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,678.0
BUENOS AIRES,Campana,Campana,6126030,19800000.0,17770000.0,10000.0,978000.0,18000.0,5000.0,0.0,430.0,29.59
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010,0.0,0.0,0.0,1060000.0,0.0,0.0,0.0,410.0,147.0
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,40.0
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,35.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,206000000.0,85800000.0,70000.0,0.0,0.0,0.0,0.0,440.0,1.11
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,200.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030,12300000.0,5140000.0,330000.0,226000.0,0.0,1000.0,0.0,5260.0,9.19
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,0.0,2740000.0,0.0,30000.0,0.0,0.0,0.0,2700.0,3.02
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,2330.0,235.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,60000000.0,0.0,0.0,6860000.0,0.0,0.0,0.0,1410.0,887.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,228000000.0,0.0,20000.0,0.0,0.0,0.0,0.0,250.0,255.0
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,48.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,20.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,180000000.0,3960000.0,0.0,820000.0,0.0,0.0,0.0,890.0,4.31
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,44.0
BUENOS AIRES,Carlos Casares,Cadret,6147020,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,480.0,49.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,14300000.0,1100000.0,80000.0,156000.0,0.0,0.0,0.0,246.0,5.47
BUENOS AIRES,Carlos Casares,La Sofía,6147060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,161.0
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,44.0
BUENOS AIRES,Carlos Casares,Smith,6147100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,190.0
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,47.0
BUENOS AIRES,Carlos Casares,Bellocq,6147010,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,1.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,15000000.0,1230000.0,10000.0,680000.0,0.0,0.0,0.0,5060.0,1.82
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,81.0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1980.0,199.0
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,16.0
BUENOS AIRES,Carlos Tejedor,Timote,6154040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,61.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,388000000.0,1720000.0,50000.0,0.0,1000.0,0.0,0.0,9050.0,3.01
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,31.0
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,107.0
BUENOS AIRES,Castelli,Castelli,6168010,67000000.0,1110000.0,0.0,112000.0,0.0,2000.0,0.0,280.0,2.33
BUENOS AIRES,Castelli,Centro Guerrero,6168020,0.0,0.0,0.0,460000.0,0.0,0.0,0.0,30.0,49.0
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,7.0
BUENOS AIRES,Chacabuco,Castilla,6210010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2740.0,274.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020,925000000.0,9940000.0,160000.0,140000.0,16000.0,0.0,0.0,20.0,10.91
BUENOS AIRES,Chacabuco,O'Higgins,6210040,260000000.0,0.0,0.0,2200000.0,0.0,0.0,0.0,120.0,492.0
BUENOS AIRES,Chacabuco,Rawson,6210050,59000000.0,0.0,0.0,3830000.0,0.0,0.0,0.0,1340.0,576.0
BUENOS AIRES,Chascomús,Chascomús,6217010,21600000.0,7570000.0,850000.0,116000.0,85000.0,1000.0,0.0,0.0,11.06
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,104000000.0,1880000.0,0.0,0.0,0.0,0.0,44400.0,0.0,2.43
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,0.0,0.0,0.0,1320000.0,0.0,0.0,0.0,0.0,132.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,26300000.0,9050000.0,1190000.0,9760000.0,119000.0,1000.0,0.0,317.0,16.07
BUENOS AIRES,Chivilcoy,La Rica,6224040,39000000.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,136.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,0.0,33800000.0,0.0,5460000.0,0.0,0.0,0.0,290.0,913.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,50.0
BUENOS AIRES,Chivilcoy,San Sebastián,6224070,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,52.0
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,55000000.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,57.0
BUENOS AIRES,Colón,Colón,6175010,41400000.0,1610000.0,0.0,179000.0,0.0,0.0,0.0,200.0,7.57
BUENOS AIRES,Colón,Sarasa,6175040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,14.0
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030,852000000.0,20570000.0,480000.0,60000.0,0.0,6000.0,0.0,0.0,21.48
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),6182050,0.0,0.0,0.0,1200000.0,0.0,0.0,0.0,0.0,120.0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,42.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,530.0,83.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,228000000.0,1170000.0,30000.0,10000.0,0.0,0.0,0.0,320.0,1.43
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),6189040,0.0,0.0,0.0,320000.0,0.0,0.0,0.0,50.0,37.0
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,0.0,0.0,0.0,5860000.0,0.0,0.0,0.0,480.0,634.0
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,0.0,0.0,0.0,3420000.0,0.0,0.0,0.0,0.0,342.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),6196010,649000000.0,2060000.0,30000.0,50000.0,0.0,0.0,0.0,1710.0,2.88
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,0.0,0.0,10000.0,240000.0,0.0,0.0,0.0,30.0,28.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,817000000.0,2430000.0,880000.0,161000.0,88000.0,0.0,0.0,7850.0,5.82
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,0.0,0.0,10000.0,153000.0,0.0,0.0,0.0,5460.0,2.07
BUENOS AIRES,Coronel Suárez,Pasman,6203060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,52.0
BUENOS AIRES,Coronel Suárez,San José,6203070,0.0,5000000.0,0.0,7950000.0,0.0,0.0,0.0,0.0,845.0
BUENOS AIRES,Coronel Suárez,Santa María,6203080,0.0,1700000.0,0.0,5150000.0,0.0,0.0,0.0,0.0,532.0
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,0.0,6300000.0,0.0,6480000.0,0.0,0.0,0.0,0.0,711.0
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,0.0,10400000.0,0.0,720000.0,0.0,0.0,0.0,0.0,176.0
BUENOS AIRES,Daireaux,Daireaux,6231030,281000000.0,0.0,0.0,0.0,194000.0,50000.0,0.0,3390.0,864.0
BUENOS AIRES,Daireaux,Salazar,6231060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,79.0
BUENOS AIRES,Dolores,Dolores,6238010,15700000.0,11070000.0,10000.0,80000.0,0.0,0.0,32500.0,0.0,12.98
BUENOS AIRES,Dolores,Sevigne,6238020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
BUENOS AIRES,Ensenada,Ensenada,6245010,15300000.0,10840000.0,170000.0,292000.0,6000.0,0.0,0.0,209.0,17.41
BUENOS AIRES,Ensenada,Villa Catela,6245010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,7.0
BUENOS AIRES,Escobar,Belen de Escobar,6252010,26100000.0,17040000.0,210000.0,934000.0,333000.0,1000.0,0.0,970.0,29.45
BUENOS AIRES,Escobar,El cazador,6252010,0.0,97500000.0,0.0,223000.0,0.0,0.0,0.0,0.0,3.2
BUENOS AIRES,Escobar,Garín,6252010,44400000.0,9760000.0,30000.0,365000.0,2000.0,2000.0,0.0,110.0,17.86
BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,933000000.0,4260000.0,30000.0,309000.0,1000.0,0.0,0.0,3000.0,8.59
BUENOS AIRES,Escobar,Loma Verde,6252010,0.0,0.0,0.0,106000.0,0.0,0.0,0.0,0.0,1.06
BUENOS AIRES,Escobar,Maquinista F. Savio (este),6252010,404000000.0,4530000.0,0.0,140000.0,2000.0,0.0,0.0,140.0,4.96
BUENOS AIRES,Escobar,Matheu,6252010,12400000.0,2580000.0,20000.0,230000.0,3000.0,2000.0,0.0,580.0,3.91
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,237000000.0,6670000.0,60000.0,120000.0,1000.0,0.0,0.0,1530.0,7.08
BUENOS AIRES,Esteban Echeverría,Canning,6260010,3000000.0,3640000.0,0.0,105000.0,1000.0,0.0,0.0,2880.0,4.98
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,0.0,6280000.0,0.0,40000.0,2000.0,2000.0,0.0,890.0,6.37
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,4000000.0,7440000.0,20000.0,176000.0,1000.0,0.0,0.0,770.0,9.28
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,211000000.0,27780000.0,610000.0,248000.0,70000.0,4000.0,0.0,3120.0,53.24
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,6266010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640.0,164.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),6266020,359000000.0,0.0,60000.0,820000.0,0.0,0.0,0.0,0.0,447.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,6266040,2000000.0,7170000.0,20000.0,0.0,0.0,2000.0,0.0,0.0,7.17
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,6266050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,6266060,11500000.0,0.0,0.0,191000.0,0.0,0.0,0.0,1640.0,3.22
BUENOS AIRES,Exaltación de la Cruz,El Remanso,6266030,397000000.0,0.0,0.0,3350000.0,0.0,0.0,0.0,430.0,775.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,223000000.0,0.0,30000.0,40000.0,0.0,1000.0,0.0,0.0,231.0
BUENOS AIRES,Ezeiza,Canning,6270010,194000000.0,180000.0,10000.0,104000.0,1000.0,0.0,0.0,1500.0,3.18
BUENOS AIRES,Ezeiza,Carlos Spegazzini,6270010,343000000.0,5820000.0,20000.0,131000.0,164000.0,2000.0,0.0,10.0,7.64
